RowID,OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,ProductID,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit
6188,CA-60616,2035-12-10,2035-12-12,Same Day,C-4950,Customer 6188,Home Office,United States,Miami,Florida,55682,West,P-2463,Furniture,Tables,Product 6188,1289.48,8,0.11,289.41
6189,CA-53235,2035-12-11,2035-12-13,Same Day,C-1210,Customer 6189,Home Office,United States,Miami,Florida,34387,East,P-5640,Furniture,Tables,Product 6189,21.79,7,0.01,2.21
6190,CA-14144,2035-12-12,2035-12-14,Second Class,C-5014,Customer 6190,Consumer,United States,Los Angeles,California,30465,West,P-8107,Office Supplies,Storage,Product 6190,924.43,9,0.13,229.76
6191,CA-95668,2035-12-13,2035-12-15,Same Day,C-5380,Customer 6191,Corporate,United States,Miami,Florida,37965,Central,P-9466,Office Supplies,Storage,Product 6191,810.05,7,0.28,151.38
6192,CA-98488,2035-12-14,2035-12-16,Second Class,C-3058,Customer 6192,Corporate,United States,Miami,Florida,87665,West,P-9763,Technology,Phones,Product 6192,1733.93,3,0.19,225.02
6193,CA-29599,2035-12-15,2035-12-17,Same Day,C-8093,Customer 6193,Consumer,United States,New York,New York,92207,West,P-7467,Technology,Phones,Product 6193,1682.6,8,0.17,249.19
6194,CA-82896,2035-12-16,2035-12-18,Second Class,C-1061,Customer 6194,Corporate,United States,Houston,Texas,40674,West,P-4220,Technology,Copiers,Product 6194,1813.73,3,0.26,213.89
6195,CA-65301,2035-12-17,2035-12-19,Same Day,C-3765,Customer 6195,Corporate,United States,New York,New York,23841,East,P-3128,Office Supplies,Paper,Product 6195,1687.26,1,0.04,173.74
6196,CA-11716,2035-12-18,2035-12-20,First Class,C-8217,Customer 6196,Corporate,United States,Chicago,Illinois,54352,East,P-8646,Technology,Phones,Product 6196,1577.69,1,0.24,131.89
6197,CA-19838,2035-12-19,2035-12-21,Second Class,C-4871,Customer 6197,Home Office,United States,Chicago,Illinois,88319,South,P-8578,Office Supplies,Binders,Product 6197,1720.83,4,0.21,170.87
6198,CA-19995,2035-12-20,2035-12-22,Standard Class,C-4056,Customer 6198,Home Office,United States,Houston,Texas,96801,South,P-6523,Office Supplies,Storage,Product 6198,366.12,2,0.16,46.77
6199,CA-76539,2035-12-21,2035-12-23,First Class,C-3103,Customer 6199,Consumer,United States,New York,New York,99896,East,P-5441,Technology,Copiers,Product 6199,694.88,8,0.12,167.21
6200,CA-42758,2035-12-22,2035-12-24,First Class,C-7577,Customer 6200,Home Office,United States,Chicago,Illinois,20415,West,P-1266,Technology,Copiers,Product 6200,1373.56,1,0.01,189.89
6201,CA-68271,2035-12-23,2035-12-25,Second Class,C-3139,Customer 6201,Corporate,United States,Los Angeles,California,14598,East,P-6378,Office Supplies,Storage,Product 6201,1847.8,6,0.19,285.31
6202,CA-63554,2035-12-24,2035-12-26,Same Day,C-8377,Customer 6202,Consumer,United States,New York,New York,56804,East,P-7040,Furniture,Tables,Product 6202,1340.48,4,0.17,80.25
6203,CA-90757,2035-12-25,2035-12-27,Same Day,C-3211,Customer 6203,Corporate,United States,Chicago,Illinois,22229,Central,P-6875,Technology,Accessories,Product 6203,431.74,8,0.09,57.39
6204,CA-18825,2035-12-26,2035-12-28,Second Class,C-9479,Customer 6204,Corporate,United States,Houston,Texas,81358,West,P-1654,Furniture,Bookcases,Product 6204,1890.44,3,0.08,272.93
6205,CA-14138,2035-12-27,2035-12-29,Same Day,C-8601,Customer 6205,Consumer,United States,Miami,Florida,53928,East,P-9920,Technology,Copiers,Product 6205,1525.48,5,0.11,238.56
6206,CA-76936,2035-12-28,2035-12-30,Same Day,C-1426,Customer 6206,Corporate,United States,New York,New York,15505,Central,P-4175,Furniture,Chairs,Product 6206,1438.76,7,0.13,207.11
6207,CA-19529,2035-12-29,2035-12-31,Same Day,C-3130,Customer 6207,Consumer,United States,Los Angeles,California,95843,South,P-5291,Technology,Copiers,Product 6207,1529.76,1,0.22,256.8
6208,CA-81674,2035-12-30,2036-01-01,Second Class,C-4021,Customer 6208,Consumer,United States,Los Angeles,California,73448,Central,P-5513,Furniture,Bookcases,Product 6208,1325.11,4,0.15,295.68
6209,CA-88707,2035-12-31,2036-01-02,Second Class,C-5954,Customer 6209,Corporate,United States,Los Angeles,California,84313,West,P-1046,Office Supplies,Storage,Product 6209,63.78,2,0.05,12.6
6210,CA-80737,2036-01-01,2036-01-03,Standard Class,C-1230,Customer 6210,Corporate,United States,New York,New York,73231,South,P-4406,Technology,Accessories,Product 6210,522.16,4,0.27,55.97
6211,CA-22753,2036-01-02,2036-01-04,Same Day,C-1266,Customer 6211,Corporate,United States,Houston,Texas,26384,South,P-7488,Furniture,Chairs,Product 6211,1914.01,2,0.14,400.3
6212,CA-94931,2036-01-03,2036-01-05,Same Day,C-9015,Customer 6212,Corporate,United States,Los Angeles,California,31487,West,P-3080,Office Supplies,Storage,Product 6212,591.44,2,0.27,95.47
6213,CA-38709,2036-01-04,2036-01-06,Second Class,C-6411,Customer 6213,Consumer,United States,Miami,Florida,76599,South,P-6327,Furniture,Chairs,Product 6213,1547.82,7,0.18,282.55
6214,CA-71967,2036-01-05,2036-01-07,Standard Class,C-2331,Customer 6214,Home Office,United States,Miami,Florida,23275,South,P-6300,Furniture,Bookcases,Product 6214,860.48,8,0.17,176.2
6215,CA-79210,2036-01-06,2036-01-08,Second Class,C-2142,Customer 6215,Corporate,United States,Chicago,Illinois,16497,Central,P-5625,Technology,Copiers,Product 6215,1816.9,7,0.1,127.09
6216,CA-17212,2036-01-07,2036-01-09,Second Class,C-1060,Customer 6216,Consumer,United States,Los Angeles,California,83110,South,P-6091,Furniture,Tables,Product 6216,1124.18,9,0.29,112.09
6217,CA-24750,2036-01-08,2036-01-10,Standard Class,C-4054,Customer 6217,Home Office,United States,Los Angeles,California,85902,West,P-5259,Office Supplies,Storage,Product 6217,1271.13,8,0.29,83.08
6218,CA-24524,2036-01-09,2036-01-11,Second Class,C-4884,Customer 6218,Consumer,United States,New York,New York,24635,South,P-8906,Technology,Accessories,Product 6218,494.46,8,0.11,106.99
6219,CA-15760,2036-01-10,2036-01-12,First Class,C-5333,Customer 6219,Home Office,United States,Los Angeles,California,83138,Central,P-3052,Technology,Copiers,Product 6219,133.9,6,0.24,19.51
6220,CA-47340,2036-01-11,2036-01-13,Standard Class,C-1185,Customer 6220,Home Office,United States,Miami,Florida,76170,East,P-9708,Technology,Accessories,Product 6220,1517.98,5,0.08,415.3
6221,CA-70167,2036-01-12,2036-01-14,Same Day,C-7764,Customer 6221,Home Office,United States,Los Angeles,California,68212,South,P-8889,Furniture,Bookcases,Product 6221,153.93,1,0.18,27.73
6222,CA-10428,2036-01-13,2036-01-15,Same Day,C-6766,Customer 6222,Corporate,United States,New York,New York,11083,West,P-1104,Technology,Accessories,Product 6222,1449.16,2,0.2,80.12
6223,CA-76668,2036-01-14,2036-01-16,Standard Class,C-7848,Customer 6223,Home Office,United States,New York,New York,77767,East,P-3748,Technology,Phones,Product 6223,1119.88,1,0.3,95.66
6224,CA-95805,2036-01-15,2036-01-17,Same Day,C-8665,Customer 6224,Home Office,United States,New York,New York,88658,South,P-7613,Technology,Accessories,Product 6224,1643.65,9,0.09,420.83
6225,CA-94332,2036-01-16,2036-01-18,First Class,C-6870,Customer 6225,Consumer,United States,New York,New York,83217,West,P-9554,Technology,Copiers,Product 6225,427.43,4,0.21,99.73
6226,CA-45086,2036-01-17,2036-01-19,Same Day,C-7223,Customer 6226,Corporate,United States,New York,New York,53700,Central,P-9666,Furniture,Chairs,Product 6226,1092.23,3,0.07,107.52
6227,CA-46327,2036-01-18,2036-01-20,Standard Class,C-5499,Customer 6227,Consumer,United States,Los Angeles,California,16366,East,P-3043,Technology,Accessories,Product 6227,1236.06,2,0.01,212.32
6228,CA-43163,2036-01-19,2036-01-21,Second Class,C-6815,Customer 6228,Corporate,United States,Houston,Texas,15456,Central,P-3343,Furniture,Bookcases,Product 6228,167.11,7,0.09,21.67
6229,CA-43458,2036-01-20,2036-01-22,Standard Class,C-9584,Customer 6229,Corporate,United States,Chicago,Illinois,16457,Central,P-2479,Office Supplies,Binders,Product 6229,1483.1,6,0.24,115.44
6230,CA-51408,2036-01-21,2036-01-23,Standard Class,C-2498,Customer 6230,Corporate,United States,Chicago,Illinois,38926,Central,P-2643,Furniture,Bookcases,Product 6230,790.28,7,0.28,80.82
6231,CA-40186,2036-01-22,2036-01-24,First Class,C-8236,Customer 6231,Home Office,United States,Miami,Florida,79127,West,P-9842,Office Supplies,Paper,Product 6231,275.25,1,0.01,42.8
6232,CA-98308,2036-01-23,2036-01-25,Same Day,C-2049,Customer 6232,Corporate,United States,Chicago,Illinois,81715,West,P-6195,Furniture,Tables,Product 6232,786.39,1,0.03,165.3
6233,CA-27582,2036-01-24,2036-01-26,Standard Class,C-4455,Customer 6233,Corporate,United States,Chicago,Illinois,92622,Central,P-9754,Office Supplies,Binders,Product 6233,214.64,4,0.11,33.55
6234,CA-55759,2036-01-25,2036-01-27,Same Day,C-1617,Customer 6234,Corporate,United States,New York,New York,90199,Central,P-6460,Office Supplies,Binders,Product 6234,1778.23,5,0.14,393.8
6235,CA-63207,2036-01-26,2036-01-28,Second Class,C-4640,Customer 6235,Corporate,United States,New York,New York,23141,West,P-4585,Office Supplies,Binders,Product 6235,924.38,2,0.28,190.07
6236,CA-71593,2036-01-27,2036-01-29,Standard Class,C-3636,Customer 6236,Consumer,United States,New York,New York,23289,South,P-4373,Furniture,Bookcases,Product 6236,293.3,6,0.01,42.3
6237,CA-27547,2036-01-28,2036-01-30,Standard Class,C-3376,Customer 6237,Home Office,United States,Los Angeles,California,39003,East,P-3673,Technology,Phones,Product 6237,519.15,2,0.25,68.25
6238,CA-21716,2036-01-29,2036-01-31,Same Day,C-5781,Customer 6238,Corporate,United States,Miami,Florida,26848,West,P-7059,Office Supplies,Paper,Product 6238,1454.81,7,0.15,286.66
6239,CA-18427,2036-01-30,2036-02-01,First Class,C-5885,Customer 6239,Home Office,United States,Miami,Florida,14120,South,P-8179,Furniture,Tables,Product 6239,1576.45,2,0.06,380.18
6240,CA-83773,2036-01-31,2036-02-02,First Class,C-3846,Customer 6240,Home Office,United States,Chicago,Illinois,40350,West,P-9865,Office Supplies,Storage,Product 6240,101.81,1,0.06,10.06
6241,CA-99167,2036-02-01,2036-02-03,Same Day,C-3730,Customer 6241,Corporate,United States,Los Angeles,California,62337,West,P-7334,Technology,Accessories,Product 6241,138.56,9,0.01,29.42
6242,CA-53491,2036-02-02,2036-02-04,Standard Class,C-2758,Customer 6242,Corporate,United States,Los Angeles,California,12870,East,P-6681,Technology,Accessories,Product 6242,1836.03,4,0.07,435.05
6243,CA-19943,2036-02-03,2036-02-05,Second Class,C-4473,Customer 6243,Home Office,United States,Chicago,Illinois,83752,West,P-1292,Office Supplies,Binders,Product 6243,675.34,1,0.29,112.7
6244,CA-21338,2036-02-04,2036-02-06,First Class,C-9926,Customer 6244,Home Office,United States,Houston,Texas,61818,South,P-6652,Office Supplies,Binders,Product 6244,402.78,8,0.24,68.71
6245,CA-10992,2036-02-05,2036-02-07,First Class,C-5790,Customer 6245,Consumer,United States,Houston,Texas,13812,West,P-3145,Technology,Accessories,Product 6245,263.65,9,0.29,53.55
6246,CA-84483,2036-02-06,2036-02-08,Second Class,C-4340,Customer 6246,Home Office,United States,Chicago,Illinois,35058,East,P-6230,Furniture,Tables,Product 6246,962.4,6,0.05,216.15
6247,CA-45721,2036-02-07,2036-02-09,First Class,C-4564,Customer 6247,Corporate,United States,Chicago,Illinois,39717,West,P-7447,Office Supplies,Paper,Product 6247,1546.68,4,0.16,223.84
6248,CA-57482,2036-02-08,2036-02-10,Same Day,C-3093,Customer 6248,Home Office,United States,Chicago,Illinois,74645,Central,P-4485,Office Supplies,Storage,Product 6248,1051.81,2,0.28,202.46
6249,CA-99950,2036-02-09,2036-02-11,Standard Class,C-2529,Customer 6249,Corporate,United States,Houston,Texas,46163,East,P-1985,Office Supplies,Paper,Product 6249,60.93,8,0.2,7.76
6250,CA-99020,2036-02-10,2036-02-12,First Class,C-4979,Customer 6250,Consumer,United States,Los Angeles,California,83839,West,P-9665,Technology,Accessories,Product 6250,978.13,3,0.01,241.38
6251,CA-27282,2036-02-11,2036-02-13,Second Class,C-4773,Customer 6251,Corporate,United States,Chicago,Illinois,62506,Central,P-1088,Technology,Phones,Product 6251,637.08,6,0.02,128.73
6252,CA-62692,2036-02-12,2036-02-14,Same Day,C-1611,Customer 6252,Corporate,United States,Houston,Texas,19380,Central,P-1808,Office Supplies,Storage,Product 6252,1372.06,6,0.13,240.4
6253,CA-56347,2036-02-13,2036-02-15,Same Day,C-2004,Customer 6253,Home Office,United States,Los Angeles,California,32098,East,P-1580,Office Supplies,Paper,Product 6253,1056.55,1,0.12,218.2
6254,CA-78857,2036-02-14,2036-02-16,Same Day,C-1824,Customer 6254,Home Office,United States,Chicago,Illinois,62684,East,P-1602,Technology,Copiers,Product 6254,1931.37,7,0.27,317.03
6255,CA-93852,2036-02-15,2036-02-17,Same Day,C-5740,Customer 6255,Corporate,United States,New York,New York,86250,West,P-4901,Technology,Phones,Product 6255,1204.37,7,0.23,170.11
6256,CA-27400,2036-02-16,2036-02-18,Standard Class,C-3713,Customer 6256,Consumer,United States,Miami,Florida,10232,South,P-9960,Furniture,Bookcases,Product 6256,1272.31,5,0.04,331.45
6257,CA-19287,2036-02-17,2036-02-19,Same Day,C-6420,Customer 6257,Corporate,United States,Houston,Texas,69048,East,P-2798,Office Supplies,Paper,Product 6257,1050.06,2,0.03,234.71
6258,CA-63293,2036-02-18,2036-02-20,Same Day,C-7150,Customer 6258,Corporate,United States,Los Angeles,California,27341,West,P-1415,Furniture,Chairs,Product 6258,635.79,4,0.26,91.82
6259,CA-54752,2036-02-19,2036-02-21,Same Day,C-1023,Customer 6259,Corporate,United States,Houston,Texas,75840,Central,P-8413,Technology,Phones,Product 6259,1268.59,7,0.13,249.4
6260,CA-56753,2036-02-20,2036-02-22,Second Class,C-4111,Customer 6260,Corporate,United States,New York,New York,17905,Central,P-5470,Furniture,Bookcases,Product 6260,679.17,6,0.05,87.72
6261,CA-21600,2036-02-21,2036-02-23,Second Class,C-1473,Customer 6261,Consumer,United States,Houston,Texas,71633,West,P-2800,Furniture,Bookcases,Product 6261,1440.35,9,0.27,315.31
6262,CA-49327,2036-02-22,2036-02-24,Second Class,C-3114,Customer 6262,Corporate,United States,New York,New York,89110,East,P-3848,Office Supplies,Storage,Product 6262,488.96,8,0.22,63.82
6263,CA-66838,2036-02-23,2036-02-25,Second Class,C-4256,Customer 6263,Corporate,United States,Miami,Florida,42653,West,P-8102,Technology,Phones,Product 6263,747.97,5,0.05,119.9
6264,CA-32626,2036-02-24,2036-02-26,First Class,C-1028,Customer 6264,Corporate,United States,New York,New York,47587,West,P-1785,Office Supplies,Binders,Product 6264,1175.62,7,0.18,142.4
6265,CA-99185,2036-02-25,2036-02-27,Same Day,C-6540,Customer 6265,Home Office,United States,New York,New York,48290,East,P-1148,Technology,Accessories,Product 6265,1264.41,3,0.14,141.77
6266,CA-11435,2036-02-26,2036-02-28,First Class,C-9252,Customer 6266,Home Office,United States,Houston,Texas,66318,South,P-2466,Technology,Accessories,Product 6266,1343.85,4,0.08,359.57
6267,CA-10020,2036-02-27,2036-02-29,First Class,C-9034,Customer 6267,Consumer,United States,Miami,Florida,89376,South,P-1871,Furniture,Chairs,Product 6267,1406.63,7,0.18,337.33
6268,CA-10901,2036-02-28,2036-03-01,First Class,C-3992,Customer 6268,Consumer,United States,Miami,Florida,59501,South,P-4660,Office Supplies,Storage,Product 6268,650.25,1,0.13,162.35
6269,CA-79876,2036-02-29,2036-03-02,Standard Class,C-1432,Customer 6269,Corporate,United States,Chicago,Illinois,89563,West,P-2207,Technology,Copiers,Product 6269,1787.3,9,0.17,193.88
6270,CA-77159,2036-03-01,2036-03-03,Same Day,C-3781,Customer 6270,Consumer,United States,New York,New York,10288,East,P-3273,Technology,Copiers,Product 6270,79.27,7,0.09,14.77
6271,CA-81062,2036-03-02,2036-03-04,Same Day,C-1391,Customer 6271,Corporate,United States,Los Angeles,California,93713,South,P-9624,Furniture,Bookcases,Product 6271,393.09,9,0.22,29.47
6272,CA-78298,2036-03-03,2036-03-05,First Class,C-8422,Customer 6272,Consumer,United States,Chicago,Illinois,85875,East,P-1761,Technology,Accessories,Product 6272,158.88,7,0.13,31.85
6273,CA-95556,2036-03-04,2036-03-06,Second Class,C-6825,Customer 6273,Home Office,United States,Chicago,Illinois,24814,South,P-8310,Office Supplies,Binders,Product 6273,1349.64,5,0.24,121.13
6274,CA-71797,2036-03-05,2036-03-07,Standard Class,C-3509,Customer 6274,Corporate,United States,Los Angeles,California,16279,Central,P-3329,Technology,Copiers,Product 6274,561.86,1,0.18,102.07
6275,CA-94168,2036-03-06,2036-03-08,First Class,C-1822,Customer 6275,Corporate,United States,Los Angeles,California,30493,Central,P-5973,Technology,Copiers,Product 6275,414.32,7,0.07,88.29
6276,CA-65227,2036-03-07,2036-03-09,First Class,C-1325,Customer 6276,Home Office,United States,Los Angeles,California,38328,East,P-5608,Furniture,Bookcases,Product 6276,971.72,9,0.1,261.63
6277,CA-49108,2036-03-08,2036-03-10,Standard Class,C-3821,Customer 6277,Consumer,United States,Houston,Texas,20395,South,P-8398,Furniture,Tables,Product 6277,1245.71,3,0.09,279.44
6278,CA-23999,2036-03-09,2036-03-11,First Class,C-6334,Customer 6278,Corporate,United States,Chicago,Illinois,85706,East,P-5175,Office Supplies,Storage,Product 6278,1246.11,5,0.11,215.54
6279,CA-50409,2036-03-10,2036-03-12,Same Day,C-6852,Customer 6279,Home Office,United States,Houston,Texas,41615,East,P-7261,Furniture,Chairs,Product 6279,1123.76,3,0.05,184.33
6280,CA-41452,2036-03-11,2036-03-13,Second Class,C-7436,Customer 6280,Consumer,United States,Los Angeles,California,68020,East,P-3645,Office Supplies,Binders,Product 6280,1984.13,1,0.14,109.39
6281,CA-70011,2036-03-12,2036-03-14,Second Class,C-4471,Customer 6281,Consumer,United States,Houston,Texas,86169,West,P-3904,Office Supplies,Binders,Product 6281,1723.23,8,0.01,488.4
6282,CA-68366,2036-03-13,2036-03-15,Second Class,C-2373,Customer 6282,Consumer,United States,Miami,Florida,93544,South,P-7646,Furniture,Bookcases,Product 6282,492.94,7,0.1,42.49
6283,CA-31700,2036-03-14,2036-03-16,Second Class,C-9379,Customer 6283,Corporate,United States,Miami,Florida,98416,South,P-7336,Furniture,Chairs,Product 6283,1522.26,8,0.13,79.82
6284,CA-30984,2036-03-15,2036-03-17,First Class,C-8082,Customer 6284,Home Office,United States,Miami,Florida,76150,East,P-5661,Technology,Accessories,Product 6284,1147.21,3,0.23,121.38
6285,CA-33429,2036-03-16,2036-03-18,Second Class,C-1115,Customer 6285,Corporate,United States,Chicago,Illinois,18129,Central,P-1576,Office Supplies,Binders,Product 6285,159.63,5,0.26,12.69
6286,CA-76463,2036-03-17,2036-03-19,First Class,C-8129,Customer 6286,Consumer,United States,Houston,Texas,45467,East,P-9165,Technology,Copiers,Product 6286,118.17,7,0.23,15.58
6287,CA-58327,2036-03-18,2036-03-20,Same Day,C-3655,Customer 6287,Corporate,United States,Miami,Florida,45136,Central,P-7318,Technology,Copiers,Product 6287,1603.25,9,0.02,441.59
6288,CA-52720,2036-03-19,2036-03-21,First Class,C-4650,Customer 6288,Consumer,United States,Los Angeles,California,62863,South,P-4971,Technology,Copiers,Product 6288,1099.08,6,0.2,254.16
6289,CA-66310,2036-03-20,2036-03-22,First Class,C-2918,Customer 6289,Consumer,United States,Los Angeles,California,10272,South,P-9929,Furniture,Bookcases,Product 6289,1151.22,3,0.26,103.51
6290,CA-85950,2036-03-21,2036-03-23,First Class,C-5352,Customer 6290,Home Office,United States,Houston,Texas,10711,East,P-7382,Furniture,Bookcases,Product 6290,685.81,7,0.16,159.79
6291,CA-99765,2036-03-22,2036-03-24,Standard Class,C-4961,Customer 6291,Corporate,United States,Los Angeles,California,74732,West,P-4653,Technology,Phones,Product 6291,1862.09,7,0.28,369.05
6292,CA-34891,2036-03-23,2036-03-25,Standard Class,C-9630,Customer 6292,Home Office,United States,Houston,Texas,85381,South,P-2433,Furniture,Tables,Product 6292,1432.43,3,0.27,166.96
6293,CA-20247,2036-03-24,2036-03-26,Standard Class,C-8862,Customer 6293,Corporate,United States,New York,New York,20629,South,P-9368,Technology,Accessories,Product 6293,1856.99,5,0.26,254.98
6294,CA-46561,2036-03-25,2036-03-27,Same Day,C-5611,Customer 6294,Corporate,United States,Houston,Texas,89239,South,P-7558,Office Supplies,Binders,Product 6294,216.55,6,0.29,9.57
6295,CA-83884,2036-03-26,2036-03-28,Second Class,C-5942,Customer 6295,Corporate,United States,Chicago,Illinois,43099,West,P-4727,Office Supplies,Storage,Product 6295,1175.78,1,0.23,49.97
6296,CA-40362,2036-03-27,2036-03-29,First Class,C-4784,Customer 6296,Consumer,United States,Chicago,Illinois,86844,South,P-5182,Furniture,Tables,Product 6296,1282.3,1,0.21,89.68
6297,CA-56532,2036-03-28,2036-03-30,First Class,C-9084,Customer 6297,Home Office,United States,New York,New York,32360,East,P-6491,Technology,Accessories,Product 6297,269.47,4,0.23,37.51
6298,CA-47662,2036-03-29,2036-03-31,Second Class,C-5023,Customer 6298,Home Office,United States,Miami,Florida,38270,Central,P-6966,Furniture,Chairs,Product 6298,705.6,7,0.11,105.43
6299,CA-80292,2036-03-30,2036-04-01,Standard Class,C-1114,Customer 6299,Home Office,United States,New York,New York,53298,South,P-6147,Furniture,Bookcases,Product 6299,445.31,7,0.0,23.67
6300,CA-83209,2036-03-31,2036-04-02,Same Day,C-6743,Customer 6300,Consumer,United States,New York,New York,91161,South,P-5965,Technology,Copiers,Product 6300,1969.23,8,0.01,151.76
6301,CA-19417,2036-04-01,2036-04-03,First Class,C-4735,Customer 6301,Corporate,United States,Los Angeles,California,96552,West,P-8725,Furniture,Bookcases,Product 6301,1095.96,6,0.26,125.58
6302,CA-15885,2036-04-02,2036-04-04,Second Class,C-6769,Customer 6302,Corporate,United States,Houston,Texas,30875,Central,P-1198,Technology,Accessories,Product 6302,644.22,7,0.12,142.71
6303,CA-74520,2036-04-03,2036-04-05,Standard Class,C-7877,Customer 6303,Consumer,United States,Houston,Texas,17878,Central,P-7814,Furniture,Tables,Product 6303,1335.7,6,0.11,220.26
6304,CA-36321,2036-04-04,2036-04-06,Same Day,C-3164,Customer 6304,Corporate,United States,Los Angeles,California,33205,West,P-1573,Office Supplies,Binders,Product 6304,1325.9,5,0.18,241.32
6305,CA-28759,2036-04-05,2036-04-07,Second Class,C-8995,Customer 6305,Corporate,United States,Los Angeles,California,73654,East,P-9097,Technology,Copiers,Product 6305,707.71,6,0.04,111.25
6306,CA-70743,2036-04-06,2036-04-08,Second Class,C-7777,Customer 6306,Home Office,United States,Houston,Texas,37581,South,P-9195,Technology,Phones,Product 6306,1987.97,4,0.16,241.9
6307,CA-64550,2036-04-07,2036-04-09,First Class,C-4870,Customer 6307,Consumer,United States,Houston,Texas,97484,Central,P-1883,Office Supplies,Paper,Product 6307,1621.74,7,0.25,337.14
6308,CA-19455,2036-04-08,2036-04-10,Same Day,C-1234,Customer 6308,Corporate,United States,New York,New York,17124,Central,P-6998,Furniture,Tables,Product 6308,812.63,8,0.13,181.92
6309,CA-87445,2036-04-09,2036-04-11,Same Day,C-1573,Customer 6309,Consumer,United States,Los Angeles,California,50471,East,P-6092,Furniture,Chairs,Product 6309,1326.92,8,0.16,111.28
6310,CA-98508,2036-04-10,2036-04-12,Standard Class,C-9030,Customer 6310,Consumer,United States,New York,New York,85698,East,P-1075,Technology,Copiers,Product 6310,1426.87,4,0.05,343.75
6311,CA-89626,2036-04-11,2036-04-13,Standard Class,C-7257,Customer 6311,Corporate,United States,Miami,Florida,84299,South,P-8242,Technology,Phones,Product 6311,364.16,3,0.22,32.09
6312,CA-15344,2036-04-12,2036-04-14,First Class,C-4757,Customer 6312,Corporate,United States,New York,New York,74228,West,P-2846,Technology,Copiers,Product 6312,1758.76,7,0.17,87.26
6313,CA-41043,2036-04-13,2036-04-15,Same Day,C-4055,Customer 6313,Consumer,United States,Los Angeles,California,79417,West,P-3761,Office Supplies,Binders,Product 6313,1655.55,7,0.17,339.18
6314,CA-68660,2036-04-14,2036-04-16,Standard Class,C-6329,Customer 6314,Consumer,United States,Houston,Texas,14461,East,P-9564,Furniture,Tables,Product 6314,1516.24,3,0.07,124.65
6315,CA-71816,2036-04-15,2036-04-17,Same Day,C-3247,Customer 6315,Corporate,United States,Chicago,Illinois,53016,East,P-8976,Furniture,Chairs,Product 6315,460.9,1,0.28,40.04
6316,CA-69153,2036-04-16,2036-04-18,Second Class,C-8502,Customer 6316,Home Office,United States,Miami,Florida,52338,Central,P-1143,Technology,Phones,Product 6316,289.77,3,0.1,63.02
6317,CA-42383,2036-04-17,2036-04-19,Second Class,C-5000,Customer 6317,Corporate,United States,Houston,Texas,16116,East,P-2791,Furniture,Chairs,Product 6317,377.49,3,0.29,45.9
6318,CA-21587,2036-04-18,2036-04-20,Second Class,C-8207,Customer 6318,Consumer,United States,New York,New York,23960,Central,P-2321,Furniture,Bookcases,Product 6318,204.18,6,0.1,40.99
6319,CA-22767,2036-04-19,2036-04-21,Same Day,C-7320,Customer 6319,Consumer,United States,Miami,Florida,48967,West,P-9040,Technology,Accessories,Product 6319,1881.78,2,0.27,78.76
6320,CA-11225,2036-04-20,2036-04-22,First Class,C-8959,Customer 6320,Corporate,United States,Chicago,Illinois,46435,West,P-7985,Office Supplies,Paper,Product 6320,1705.96,4,0.17,189.64
6321,CA-32282,2036-04-21,2036-04-23,Standard Class,C-5239,Customer 6321,Corporate,United States,Miami,Florida,38734,Central,P-3354,Furniture,Chairs,Product 6321,199.74,5,0.02,27.16
6322,CA-51815,2036-04-22,2036-04-24,First Class,C-9983,Customer 6322,Consumer,United States,Los Angeles,California,10479,South,P-2336,Office Supplies,Paper,Product 6322,1362.38,6,0.29,107.54
6323,CA-35322,2036-04-23,2036-04-25,First Class,C-2452,Customer 6323,Consumer,United States,Los Angeles,California,22894,West,P-6496,Technology,Phones,Product 6323,506.26,9,0.1,65.53
6324,CA-69584,2036-04-24,2036-04-26,First Class,C-4793,Customer 6324,Consumer,United States,Miami,Florida,23683,South,P-9221,Furniture,Chairs,Product 6324,54.2,5,0.24,5.82
6325,CA-96416,2036-04-25,2036-04-27,First Class,C-2550,Customer 6325,Home Office,United States,Chicago,Illinois,18786,Central,P-9419,Furniture,Chairs,Product 6325,598.94,2,0.17,142.19
6326,CA-51733,2036-04-26,2036-04-28,Standard Class,C-5493,Customer 6326,Home Office,United States,Houston,Texas,92089,South,P-8685,Office Supplies,Binders,Product 6326,891.26,7,0.07,217.4
6327,CA-86091,2036-04-27,2036-04-29,Second Class,C-3396,Customer 6327,Consumer,United States,Miami,Florida,66285,Central,P-4822,Technology,Accessories,Product 6327,59.68,1,0.04,14.63
6328,CA-38742,2036-04-28,2036-04-30,Second Class,C-1128,Customer 6328,Consumer,United States,Miami,Florida,73783,Central,P-2363,Office Supplies,Storage,Product 6328,660.97,8,0.07,31.24
6329,CA-37318,2036-04-29,2036-05-01,Second Class,C-4784,Customer 6329,Corporate,United States,New York,New York,13642,East,P-5523,Technology,Phones,Product 6329,1406.7,7,0.16,167.06
6330,CA-53279,2036-04-30,2036-05-02,Same Day,C-9174,Customer 6330,Consumer,United States,Miami,Florida,55244,West,P-6248,Furniture,Bookcases,Product 6330,472.29,8,0.15,35.74
