CustomerID,Age,Gender,Tenure,ServicePlan,ContractType,MonthlyCharges,TotalCharges,Churn
2042,29,Female,16,Basic,Two-year,105.45,1687.2,1
2043,26,Female,17,Premium,Month-to-month,44.93,763.81,1
2044,60,Male,70,Basic,Month-to-month,88.39,6187.3,1
2045,29,Male,15,Premium,One-year,96.85,1452.75,1
2046,59,Male,65,Basic,Month-to-month,70.09,4555.85,0
2047,40,Female,51,Premium,Two-year,105.14,5362.14,0
2048,25,Male,57,Premium,Month-to-month,48.8,2781.6,1
2049,48,Female,32,Basic,Two-year,49.76,1592.32,1
2050,69,Male,39,Premium,Two-year,73.12,2851.68,1
2051,60,Female,62,Premium,Month-to-month,48.59,3012.58,0
2052,32,Female,6,Premium,Two-year,34.86,209.16,1
2053,23,Female,17,Premium,Two-year,76.62,1302.54,1
2054,34,Female,15,Premium,One-year,75.87,1138.05,1
2055,44,Female,11,Premium,Two-year,119.36,1312.96,1
2056,58,Male,9,Premium,Two-year,92.91,836.19,0
2057,38,Male,28,Basic,One-year,54.22,1518.16,0
2058,52,Male,56,Premium,Two-year,99.03,5545.68,1
2059,48,Male,16,Basic,Month-to-month,67.02,1072.32,1
2060,28,Male,70,Premium,Two-year,115.99,8119.3,1
2061,69,Female,32,Basic,Two-year,93.43,2989.76,0
2062,55,Male,60,Basic,Month-to-month,74.72,4483.2,1
2063,46,Male,53,Basic,Two-year,93.31,4945.43,0
2064,54,Male,18,Basic,Month-to-month,61.7,1110.6,0
2065,61,Male,64,Premium,Month-to-month,117.8,7539.2,0
2066,31,Male,18,Basic,One-year,57.24,1030.32,0
2067,22,Female,62,Basic,One-year,38.9,2411.8,1
2068,65,Female,20,Basic,Two-year,75.72,1514.4,1
2069,19,Female,63,Premium,Two-year,55.48,3495.24,1
2070,50,Male,59,Basic,One-year,114.01,6726.59,1
2071,30,Female,26,Premium,One-year,82.68,2149.68,0
2072,60,Male,19,Basic,Month-to-month,53.37,1014.03,0
2073,46,Female,71,Premium,Month-to-month,116.69,8284.99,1
2074,69,Male,71,Basic,One-year,90.18,6402.78,1
2075,32,Female,7,Premium,One-year,76.14,532.98,0
2076,32,Male,33,Premium,Month-to-month,110.33,3640.89,0
2077,33,Male,35,Basic,One-year,40.18,1406.3,0
2078,55,Male,24,Premium,One-year,84.54,2028.96,0
2079,46,Male,33,Premium,Two-year,94.03,3102.99,0
2080,18,Male,68,Basic,Month-to-month,52.79,3589.72,0
2081,24,Female,17,Premium,Month-to-month,35.92,610.64,1
2082,69,Female,45,Premium,Month-to-month,116.98,5264.1,0
2083,51,Female,17,Basic,Month-to-month,109.57,1862.69,0
2084,36,Female,14,Basic,Two-year,108.18,1514.52,0
2085,18,Male,71,Basic,Month-to-month,52.76,3745.96,1
2086,29,Female,53,Basic,Month-to-month,64.43,3414.79,0
2087,25,Male,18,Basic,Month-to-month,51.86,933.48,1
2088,24,Male,28,Premium,One-year,102.89,2880.92,0
2089,52,Female,27,Premium,One-year,93.42,2522.34,0
2090,65,Female,5,Premium,One-year,87.67,438.35,1
2091,64,Female,8,Basic,Two-year,42.21,337.68,0
2092,50,Male,24,Basic,One-year,91.62,2198.88,1
2093,30,Male,52,Basic,Month-to-month,50.27,2614.04,0
2094,63,Female,64,Basic,One-year,67.26,4304.64,0
2095,28,Female,19,Basic,Month-to-month,108.52,2061.88,1
2096,30,Female,57,Premium,One-year,85.21,4856.97,1
2097,65,Female,37,Basic,Month-to-month,119.12,4407.44,1
2098,37,Male,65,Basic,One-year,107.51,6988.15,0
2099,43,Female,13,Premium,Two-year,97.78,1271.14,1
2100,70,Female,12,Premium,Two-year,109.91,1318.92,1
2101,24,Female,48,Premium,Month-to-month,54.1,2596.8,1
2102,36,Female,18,Premium,One-year,78.72,1416.96,0
2103,64,Female,19,Premium,Month-to-month,110.67,2102.73,0
2104,59,Male,55,Premium,One-year,45.46,2500.3,0
2105,29,Male,45,Premium,Two-year,117.78,5300.1,0
2106,45,Male,56,Premium,Month-to-month,82.79,4636.24,0
2107,46,Male,36,Basic,Two-year,113.39,4082.04,0
2108,56,Male,49,Premium,Two-year,113.56,5564.44,1
2109,63,Female,43,Premium,Two-year,68.29,2936.47,1
2110,36,Male,7,Basic,Two-year,74.98,524.86,1
2111,21,Female,55,Basic,One-year,93.72,5154.6,1
2112,54,Female,38,Premium,One-year,56.03,2129.14,1
2113,46,Female,43,Premium,One-year,90.7,3900.1,0
2114,69,Female,12,Premium,One-year,102.08,1224.96,0
2115,44,Male,63,Premium,One-year,47.7,3005.1,1
2116,52,Female,10,Basic,Two-year,74.62,746.2,0
2117,42,Male,20,Premium,Two-year,83.96,1679.2,1
2118,47,Female,18,Premium,Two-year,67.66,1217.88,0
2119,26,Female,54,Basic,One-year,89.18,4815.72,1
2120,38,Female,21,Premium,Month-to-month,105.58,2217.18,0
2121,18,Male,7,Premium,Two-year,47.22,330.54,1
2122,45,Male,50,Basic,Month-to-month,92.18,4609.0,0
2123,36,Male,6,Basic,One-year,95.43,572.58,1
2124,40,Male,58,Basic,Month-to-month,31.66,1836.28,1
2125,22,Male,27,Premium,Month-to-month,101.42,2738.34,0
2126,27,Male,27,Basic,One-year,48.66,1313.82,0
2127,50,Female,15,Basic,Two-year,46.04,690.6,0
2128,47,Female,6,Premium,Month-to-month,70.59,423.54,0
2129,41,Male,13,Premium,Two-year,68.85,895.05,0
2130,41,Male,28,Premium,One-year,72.33,2025.24,0
2131,52,Female,39,Premium,One-year,47.41,1848.99,0
2132,70,Female,35,Premium,Month-to-month,40.39,1413.65,1
2133,35,Female,6,Basic,Two-year,75.24,451.44,0
2134,29,Male,57,Basic,Month-to-month,104.91,5979.87,1
2135,63,Female,34,Basic,Month-to-month,100.69,3423.46,0
2136,64,Female,57,Basic,One-year,91.84,5234.88,0
2137,45,Female,49,Basic,Two-year,74.84,3667.16,0
2138,33,Male,37,Basic,Two-year,64.92,2402.04,0
2139,69,Male,72,Basic,One-year,105.73,7612.56,0
2140,44,Female,69,Premium,Two-year,65.94,4549.86,1
2141,65,Female,26,Basic,One-year,57.01,1482.26,0
2142,44,Male,67,Premium,One-year,109.74,7352.58,0
2143,58,Female,50,Premium,Two-year,77.13,3856.5,1
2144,41,Male,19,Premium,Month-to-month,32.83,623.77,1
2145,61,Female,60,Premium,One-year,89.38,5362.8,1
2146,59,Male,64,Basic,Two-year,94.61,6055.04,1
2147,30,Female,38,Basic,One-year,56.32,2140.16,0
2148,47,Male,6,Basic,Month-to-month,94.22,565.32,1
2149,25,Female,12,Basic,One-year,92.58,1110.96,1
2150,41,Female,39,Basic,One-year,31.76,1238.64,1
2151,36,Male,71,Basic,One-year,36.3,2577.3,0
2152,47,Male,54,Premium,One-year,37.55,2027.7,0
2153,60,Male,7,Basic,Two-year,38.18,267.26,0
2154,21,Female,32,Basic,One-year,35.68,1141.76,0
2155,26,Female,27,Premium,One-year,43.28,1168.56,0
2156,35,Male,34,Basic,Month-to-month,42.14,1432.76,0
2157,19,Male,34,Premium,Month-to-month,119.19,4052.46,1
2158,39,Female,9,Premium,Two-year,79.0,711.0,0
2159,33,Male,45,Basic,Two-year,63.78,2870.1,1
2160,45,Male,44,Basic,One-year,114.3,5029.2,1
2161,55,Male,62,Basic,One-year,97.77,6061.74,1
2162,41,Female,32,Basic,Month-to-month,59.3,1897.6,0
2163,39,Male,48,Premium,Month-to-month,49.37,2369.76,0
2164,70,Male,50,Basic,One-year,56.67,2833.5,1
2165,34,Male,61,Basic,Month-to-month,44.57,2718.77,0
2166,48,Male,13,Basic,Month-to-month,97.96,1273.48,0
2167,20,Female,45,Basic,One-year,95.76,4309.2,0
2168,42,Female,47,Basic,Month-to-month,95.07,4468.29,0
2169,51,Male,44,Premium,Month-to-month,64.39,2833.16,0
2170,64,Male,3,Premium,Month-to-month,64.79,194.37,0
2171,53,Male,55,Premium,Month-to-month,50.43,2773.65,1
2172,56,Female,45,Premium,Month-to-month,63.91,2875.95,1
2173,68,Female,33,Premium,One-year,82.14,2710.62,1
2174,43,Male,8,Premium,One-year,35.09,280.72,0
2175,47,Female,22,Premium,Month-to-month,37.44,823.68,1
2176,53,Male,35,Basic,Two-year,51.67,1808.45,1
2177,35,Male,55,Basic,Two-year,47.42,2608.1,0
2178,32,Male,69,Basic,Two-year,40.13,2768.97,1
2179,57,Male,21,Premium,Month-to-month,98.03,2058.63,0
2180,36,Male,58,Premium,Month-to-month,43.77,2538.66,1
2181,24,Female,25,Basic,One-year,46.36,1159.0,0
2182,68,Female,19,Basic,Month-to-month,116.58,2215.02,0
2183,21,Male,14,Basic,Two-year,54.73,766.22,1
2184,33,Male,31,Basic,Two-year,82.4,2554.4,1
2185,29,Male,68,Premium,Month-to-month,65.17,4431.56,1
2186,61,Male,52,Premium,Two-year,118.36,6154.72,0
2187,29,Female,35,Premium,Month-to-month,114.61,4011.35,0
2188,63,Male,43,Premium,Two-year,94.51,4063.93,1
2189,51,Female,49,Basic,One-year,100.89,4943.61,0
2190,20,Female,7,Premium,One-year,110.35,772.45,1
2191,52,Female,11,Basic,Two-year,39.4,433.4,1
2192,57,Female,40,Basic,Two-year,74.74,2989.6,0
2193,38,Male,57,Premium,Month-to-month,35.67,2033.19,1
2194,70,Male,43,Premium,One-year,40.81,1754.83,1
2195,18,Female,50,Premium,One-year,111.6,5580.0,1
2196,40,Female,32,Basic,Month-to-month,40.37,1291.84,1
2197,20,Female,64,Premium,Two-year,53.87,3447.68,1
2198,49,Male,65,Basic,Month-to-month,95.1,6181.5,0
2199,49,Male,51,Basic,One-year,118.79,6058.29,1
2200,51,Male,14,Basic,Two-year,76.95,1077.3,1
2201,43,Male,21,Basic,One-year,71.89,1509.69,0
2202,23,Male,2,Basic,Two-year,67.92,135.84,0
2203,27,Female,64,Premium,Two-year,87.85,5622.4,1
2204,69,Female,67,Premium,Month-to-month,99.5,6666.5,1
2205,69,Female,21,Premium,One-year,109.08,2290.68,0
2206,25,Female,7,Premium,One-year,90.19,631.33,0
2207,63,Male,21,Basic,Month-to-month,105.52,2215.92,0
2208,29,Male,54,Premium,Month-to-month,91.23,4926.42,0
2209,48,Male,3,Premium,Month-to-month,90.82,272.46,0
2210,61,Female,46,Basic,Two-year,30.49,1402.54,0
2211,28,Female,56,Premium,One-year,117.17,6561.52,0
2212,57,Male,51,Premium,One-year,69.95,3567.45,1
2213,39,Male,42,Premium,One-year,65.46,2749.32,1
2214,33,Female,55,Premium,Month-to-month,103.35,5684.25,1
2215,55,Male,67,Basic,Month-to-month,40.07,2684.69,0
2216,45,Male,57,Premium,One-year,65.98,3760.86,0
2217,45,Female,61,Premium,Two-year,69.47,4237.67,0
2218,63,Male,4,Premium,Month-to-month,55.89,223.56,0
2219,51,Female,10,Basic,One-year,45.84,458.4,1
2220,20,Male,50,Basic,Month-to-month,103.18,5159.0,1
2221,42,Male,20,Premium,Two-year,107.15,2143.0,0
2222,56,Male,69,Basic,Two-year,81.72,5638.68,0
2223,66,Male,61,Basic,Two-year,37.93,2313.73,0
2224,31,Male,38,Basic,Month-to-month,56.52,2147.76,1
2225,56,Female,43,Premium,Two-year,92.94,3996.42,0
2226,57,Male,12,Premium,One-year,115.69,1388.28,0
2227,22,Male,15,Premium,Two-year,71.66,1074.9,1
2228,63,Female,53,Basic,Month-to-month,109.16,5785.48,0
2229,34,Female,40,Premium,One-year,58.84,2353.6,0
2230,30,Female,40,Premium,Two-year,36.62,1464.8,0
2231,37,Female,46,Premium,Two-year,59.75,2748.5,1
2232,41,Male,39,Premium,Two-year,72.79,2838.81,1
2233,44,Female,63,Basic,Month-to-month,41.05,2586.15,0
2234,41,Male,20,Basic,Month-to-month,105.2,2104.0,0
2235,22,Female,68,Premium,One-year,30.82,2095.76,0
2236,64,Female,45,Premium,Two-year,62.21,2799.45,0
2237,43,Male,35,Premium,One-year,52.0,1820.0,1
2238,56,Male,27,Basic,Month-to-month,49.46,1335.42,1
2239,54,Male,24,Basic,Two-year,56.28,1350.72,0
2240,32,Male,31,Premium,One-year,37.32,1156.92,0
2241,40,Male,47,Basic,Month-to-month,91.67,4308.49,0
2242,65,Male,36,Basic,Month-to-month,37.09,1335.24,1
2243,20,Male,47,Basic,One-year,93.76,4406.72,0
2244,63,Male,71,Premium,Two-year,106.97,7594.87,1
2245,55,Male,28,Premium,One-year,100.67,2818.76,0
2246,24,Male,15,Basic,Two-year,81.71,1225.65,1
2247,40,Female,14,Premium,Two-year,95.49,1336.86,1
2248,31,Male,14,Basic,One-year,108.35,1516.9,1
2249,58,Male,43,Premium,Two-year,113.26,4870.18,0
2250,20,Male,65,Premium,Two-year,117.38,7629.7,1
2251,64,Female,44,Premium,Month-to-month,62.51,2750.44,0
2252,65,Female,57,Basic,Month-to-month,36.37,2073.09,0
2253,58,Female,55,Premium,Month-to-month,49.87,2742.85,0
2254,60,Male,47,Premium,Month-to-month,75.49,3548.03,0
2255,30,Female,39,Premium,One-year,119.65,4666.35,0
2256,43,Female,70,Basic,One-year,52.67,3686.9,1
2257,54,Female,22,Basic,One-year,75.29,1656.38,0
2258,29,Male,68,Premium,One-year,73.28,4983.04,1
2259,22,Female,36,Basic,Month-to-month,30.88,1111.68,1
2260,44,Male,41,Basic,Month-to-month,106.3,4358.3,1
2261,37,Female,22,Premium,Month-to-month,66.12,1454.64,0
2262,59,Female,59,Basic,Month-to-month,53.22,3139.98,0
2263,38,Male,7,Premium,Two-year,90.34,632.38,0
2264,29,Male,14,Basic,One-year,113.47,1588.58,1
2265,32,Female,28,Basic,One-year,113.7,3183.6,1
2266,53,Female,46,Premium,Two-year,56.15,2582.9,1
2267,67,Male,68,Premium,Month-to-month,53.63,3646.84,1
2268,22,Female,72,Premium,Month-to-month,75.16,5411.52,1
2269,40,Male,70,Basic,One-year,95.8,6706.0,1
2270,26,Female,16,Basic,Two-year,58.32,933.12,1
2271,63,Male,34,Basic,Two-year,74.01,2516.34,1
2272,69,Female,2,Basic,Two-year,91.64,183.28,0
2273,40,Male,32,Premium,Month-to-month,95.57,3058.24,0
2274,56,Female,33,Premium,Two-year,53.39,1761.87,0
2275,25,Male,23,Basic,Month-to-month,53.48,1230.04,0
2276,28,Female,7,Basic,One-year,114.19,799.33,1
2277,53,Male,68,Premium,Two-year,119.74,8142.32,0
2278,22,Female,56,Basic,One-year,93.87,5256.72,1
2279,23,Female,48,Premium,Two-year,110.02,5280.96,0
2280,29,Female,34,Premium,Month-to-month,110.01,3740.34,1
2281,31,Female,58,Premium,Two-year,57.52,3336.16,1
2282,61,Male,19,Premium,Month-to-month,49.51,940.69,0
2283,59,Male,35,Basic,Two-year,64.58,2260.3,1
2284,69,Male,34,Basic,Two-year,53.89,1832.26,1
2285,41,Male,68,Basic,Month-to-month,108.35,7367.8,1
2286,61,Male,4,Premium,Month-to-month,53.04,212.16,1
2287,65,Female,5,Premium,Month-to-month,65.64,328.2,1
2288,19,Male,30,Basic,One-year,35.11,1053.3,1
2289,61,Male,32,Basic,One-year,42.24,1351.68,0
2290,27,Female,20,Premium,Month-to-month,89.82,1796.4,0
2291,31,Male,30,Premium,Month-to-month,33.24,997.2,0
2292,59,Male,41,Premium,One-year,65.67,2692.47,1
2293,38,Female,21,Basic,One-year,94.32,1980.72,1
2294,26,Male,6,Premium,Two-year,77.77,466.62,1
2295,66,Male,8,Basic,Month-to-month,70.44,563.52,0
2296,19,Male,67,Basic,Month-to-month,54.39,3644.13,1
2297,59,Female,72,Basic,Month-to-month,63.94,4603.68,0
2298,40,Female,31,Basic,One-year,33.29,1031.99,0
2299,61,Female,6,Premium,Month-to-month,62.05,372.3,1
2300,53,Male,63,Basic,One-year,77.95,4910.85,0
2301,39,Female,15,Premium,Month-to-month,68.85,1032.75,0
2302,66,Female,7,Premium,Month-to-month,118.76,831.32,1
2303,24,Male,72,Premium,Two-year,43.31,3118.32,1
2304,34,Male,11,Basic,One-year,55.74,613.14,0
2305,55,Male,10,Basic,One-year,38.64,386.4,0
2306,53,Male,47,Basic,Month-to-month,87.32,4104.04,1
2307,27,Male,72,Basic,One-year,88.2,6350.4,1
2308,27,Male,21,Premium,One-year,32.97,692.37,1
2309,55,Female,24,Basic,Month-to-month,37.38,897.12,1
2310,22,Female,4,Basic,Two-year,78.91,315.64,1
2311,32,Female,72,Basic,One-year,63.63,4581.36,1
2312,59,Female,50,Basic,One-year,92.06,4603.0,0
2313,60,Male,72,Basic,One-year,61.65,4438.8,0
2314,43,Male,66,Basic,Two-year,52.73,3480.18,1
2315,47,Female,35,Premium,Two-year,44.21,1547.35,1
2316,59,Male,40,Basic,Month-to-month,74.12,2964.8,1
2317,54,Female,54,Basic,Month-to-month,64.46,3480.84,1
2318,30,Female,28,Premium,Month-to-month,77.99,2183.72,1
2319,30,Female,9,Premium,Two-year,77.32,695.88,1
2320,50,Female,50,Basic,One-year,79.53,3976.5,1
2321,66,Female,71,Basic,Two-year,92.09,6538.39,1
2322,21,Female,5,Premium,One-year,115.56,577.8,1
2323,35,Female,38,Basic,Two-year,68.09,2587.42,0
2324,28,Female,14,Premium,Month-to-month,80.22,1123.08,0
2325,44,Male,66,Premium,Two-year,91.54,6041.64,0
2326,27,Male,63,Basic,Two-year,52.46,3304.98,0
2327,68,Female,23,Basic,Two-year,63.16,1452.68,1
2328,20,Male,56,Premium,Two-year,62.36,3492.16,0
2329,61,Male,46,Premium,Month-to-month,40.15,1846.9,0
2330,35,Female,2,Basic,Two-year,103.14,206.28,1
2331,61,Female,40,Premium,Two-year,103.58,4143.2,0
2332,34,Male,65,Basic,Month-to-month,84.76,5509.4,1
2333,37,Female,26,Basic,Two-year,101.36,2635.36,1
2334,45,Female,68,Basic,Two-year,30.55,2077.4,0
2335,65,Male,28,Premium,Two-year,84.15,2356.2,1
2336,59,Male,68,Premium,Month-to-month,32.72,2224.96,0
2337,59,Male,23,Premium,Two-year,91.89,2113.47,0
2338,33,Male,38,Premium,One-year,41.75,1586.5,0
2339,24,Female,7,Premium,Two-year,48.76,341.32,1
2340,27,Female,56,Basic,One-year,69.8,3908.8,0
2341,58,Female,8,Premium,Month-to-month,41.2,329.6,1
2342,48,Female,39,Basic,One-year,46.58,1816.62,0
2343,41,Male,60,Premium,One-year,104.29,6257.4,0
2344,25,Female,66,Basic,Two-year,44.66,2947.56,0
2345,63,Female,18,Premium,Two-year,98.22,1767.96,0
2346,51,Female,53,Basic,One-year,70.1,3715.3,0
2347,34,Female,53,Premium,Month-to-month,59.64,3160.92,0
2348,45,Male,1,Basic,Month-to-month,77.43,77.43,1
2349,18,Male,63,Basic,One-year,113.4,7144.2,1
2350,65,Female,46,Basic,One-year,43.88,2018.48,0
2351,55,Male,53,Premium,One-year,67.66,3585.98,0
2352,53,Female,52,Premium,Month-to-month,54.75,2847.0,0
2353,29,Male,64,Premium,Two-year,116.15,7433.6,1
2354,67,Male,49,Basic,One-year,67.57,3310.93,1
2355,59,Male,54,Basic,Month-to-month,89.13,4813.02,0
2356,66,Female,29,Basic,Month-to-month,114.58,3322.82,0
2357,27,Female,23,Basic,Month-to-month,63.07,1450.61,0
2358,61,Female,2,Premium,One-year,63.68,127.36,1
2359,65,Male,58,Premium,Two-year,71.48,4145.84,1
2360,63,Female,10,Basic,One-year,54.17,541.7,1
2361,63,Female,51,Basic,One-year,84.55,4312.05,0
2362,64,Male,28,Premium,One-year,90.36,2530.08,1
2363,40,Male,58,Premium,Two-year,52.95,3071.1,1
2364,65,Female,64,Basic,One-year,82.49,5279.36,1
2365,22,Female,11,Premium,Month-to-month,99.08,1089.88,0
2366,41,Female,38,Premium,Month-to-month,97.11,3690.18,1
2367,20,Male,55,Premium,One-year,84.94,4671.7,1
2368,51,Male,62,Premium,Month-to-month,58.69,3638.78,1
2369,67,Male,54,Premium,Month-to-month,73.43,3965.22,0
2370,50,Female,52,Basic,Month-to-month,50.1,2605.2,0
2371,68,Male,58,Basic,Month-to-month,41.47,2405.26,1
2372,68,Male,28,Basic,Month-to-month,65.16,1824.48,0
2373,38,Male,58,Premium,Two-year,63.27,3669.66,1
2374,58,Male,70,Basic,Month-to-month,107.43,7520.1,1
2375,58,Male,27,Premium,Two-year,33.61,907.47,0
2376,36,Female,55,Basic,Two-year,95.05,5227.75,0
2377,32,Male,60,Basic,Month-to-month,72.64,4358.4,0
2378,69,Male,39,Basic,Two-year,55.31,2157.09,1
2379,57,Female,51,Basic,One-year,116.2,5926.2,1
2380,32,Male,33,Premium,One-year,45.07,1487.31,0
2381,64,Male,50,Premium,One-year,104.72,5236.0,1
2382,32,Female,25,Premium,Two-year,44.36,1109.0,1
2383,67,Female,58,Basic,Two-year,104.18,6042.44,0
2384,46,Female,42,Basic,One-year,56.97,2392.74,1
2385,57,Female,49,Premium,Two-year,65.88,3228.12,0
2386,30,Female,11,Basic,Month-to-month,32.75,360.25,1
2387,56,Male,20,Basic,One-year,48.35,967.0,0
2388,21,Female,71,Premium,Two-year,31.12,2209.52,1
2389,47,Male,23,Premium,One-year,116.81,2686.63,1
2390,61,Female,12,Basic,One-year,111.11,1333.32,0
2391,27,Male,13,Premium,Two-year,48.47,630.11,1
2392,60,Male,15,Basic,Month-to-month,44.64,669.6,0
2393,20,Male,7,Premium,Two-year,102.06,714.42,1
2394,51,Male,27,Basic,Two-year,103.55,2795.85,0
2395,66,Female,37,Basic,One-year,41.52,1536.24,1
2396,39,Female,36,Basic,Two-year,100.22,3607.92,0
2397,60,Male,62,Premium,Month-to-month,31.92,1979.04,0
2398,69,Female,43,Premium,Two-year,53.83,2314.69,0
2399,46,Female,59,Basic,Month-to-month,116.44,6869.96,1
2400,35,Male,66,Basic,Month-to-month,77.45,5111.7,0
2401,41,Male,28,Premium,One-year,52.09,1458.52,1
2402,26,Female,25,Premium,Month-to-month,111.52,2788.0,0
2403,68,Male,55,Premium,Month-to-month,56.58,3111.9,1
2404,43,Male,43,Basic,Month-to-month,69.21,2976.03,1
2405,58,Female,31,Basic,One-year,85.67,2655.77,0
2406,55,Male,60,Premium,Two-year,107.27,6436.2,0
2407,19,Female,53,Basic,Month-to-month,92.28,4890.84,0
2408,56,Male,27,Premium,Month-to-month,66.52,1796.04,0
2409,62,Male,66,Basic,Two-year,37.37,2466.42,0
2410,50,Male,52,Premium,Month-to-month,98.51,5122.52,1
2411,41,Male,29,Premium,Month-to-month,48.19,1397.51,0
2412,22,Female,67,Premium,One-year,99.66,6677.22,1
2413,32,Female,29,Premium,Two-year,109.49,3175.21,0
2414,46,Male,27,Premium,One-year,73.95,1996.65,0
2415,19,Male,31,Basic,One-year,50.85,1576.35,1
2416,66,Female,65,Premium,Two-year,40.07,2604.55,1
2417,56,Male,18,Premium,Two-year,39.34,708.12,0
2418,40,Male,9,Premium,Month-to-month,56.39,507.51,1
2419,30,Female,66,Basic,Month-to-month,72.1,4758.6,0
2420,19,Female,28,Premium,Two-year,61.5,1722.0,1
2421,22,Male,9,Premium,One-year,60.85,547.65,1
2422,52,Female,65,Basic,Month-to-month,51.08,3320.2,0
2423,27,Female,50,Premium,Two-year,57.2,2860.0,0
2424,53,Female,57,Basic,One-year,52.1,2969.7,0
2425,44,Female,41,Basic,Month-to-month,95.32,3908.12,0
2426,41,Female,50,Basic,Two-year,63.08,3154.0,1
2427,26,Male,4,Premium,Month-to-month,74.53,298.12,1
2428,36,Female,69,Basic,Two-year,66.13,4562.97,1
2429,59,Male,9,Basic,One-year,57.11,513.99,0
2430,29,Male,45,Premium,Month-to-month,91.14,4101.3,0
2431,22,Female,21,Premium,Month-to-month,62.86,1320.06,0
2432,54,Female,13,Premium,One-year,113.81,1479.53,0
2433,41,Male,43,Basic,Month-to-month,45.52,1957.36,1
2434,44,Female,56,Basic,One-year,41.54,2326.24,1
2435,33,Female,32,Premium,Two-year,68.49,2191.68,0
2436,30,Female,55,Premium,Two-year,76.31,4197.05,1
2437,35,Female,68,Premium,Two-year,82.57,5614.76,0
2438,18,Male,30,Premium,One-year,36.99,1109.7,0
2439,34,Female,33,Premium,Month-to-month,98.84,3261.72,0
2440,39,Female,39,Premium,Month-to-month,44.01,1716.39,1
2441,22,Female,16,Premium,Two-year,101.29,1620.64,1
2442,38,Male,30,Premium,One-year,84.85,2545.5,1
2443,27,Male,69,Premium,Two-year,62.84,4335.96,1
2444,59,Male,36,Basic,Two-year,55.49,1997.64,1
2445,21,Female,46,Premium,One-year,33.18,1526.28,1
2446,25,Male,27,Basic,Two-year,87.55,2363.85,0
2447,55,Male,27,Basic,One-year,64.86,1751.22,1
2448,61,Female,53,Basic,Two-year,66.4,3519.2,1
2449,23,Male,6,Premium,Two-year,68.12,408.72,1
2450,34,Female,50,Basic,Month-to-month,65.37,3268.5,1
2451,47,Female,12,Basic,Month-to-month,99.25,1191.0,0
2452,40,Female,67,Basic,Month-to-month,83.43,5589.81,0
2453,43,Female,29,Basic,One-year,109.02,3161.58,1
2454,31,Male,51,Premium,Month-to-month,109.37,5577.87,0
2455,22,Female,22,Premium,Month-to-month,59.8,1315.6,1
2456,20,Male,36,Basic,Two-year,59.95,2158.2,0
2457,43,Male,21,Premium,Month-to-month,30.62,643.02,1
2458,19,Male,71,Premium,Two-year,75.63,5369.73,0
2459,68,Female,5,Premium,One-year,94.38,471.9,0
2460,67,Female,44,Premium,Two-year,81.42,3582.48,0
2461,49,Female,19,Premium,Two-year,75.67,1437.73,1
2462,37,Male,23,Basic,Month-to-month,89.59,2060.57,1
2463,68,Female,31,Premium,One-year,39.4,1221.4,1
2464,38,Female,11,Premium,One-year,48.05,528.55,0
2465,68,Female,37,Basic,Two-year,50.06,1852.22,0
2466,51,Male,9,Basic,Month-to-month,95.28,857.52,0
2467,54,Female,53,Basic,One-year,71.07,3766.71,0
2468,69,Male,50,Premium,Month-to-month,87.6,4380.0,0
2469,55,Male,7,Basic,Two-year,104.1,728.7,0
2470,35,Female,34,Premium,Month-to-month,118.25,4020.5,1
2471,53,Male,49,Basic,Month-to-month,30.02,1470.98,0
2472,55,Female,6,Basic,One-year,113.47,680.82,1
2473,43,Female,67,Basic,Two-year,60.67,4064.89,1
2474,25,Female,22,Premium,One-year,119.33,2625.26,0
2475,26,Male,55,Premium,Month-to-month,84.8,4664.0,1
2476,37,Male,14,Basic,One-year,51.24,717.36,1
2477,70,Male,53,Premium,One-year,90.52,4797.56,0
2478,43,Male,25,Premium,Two-year,95.05,2376.25,0
2479,54,Male,5,Premium,Month-to-month,45.14,225.7,1
2480,63,Male,33,Basic,Two-year,57.59,1900.47,0
2481,24,Male,24,Premium,One-year,33.25,798.0,1
2482,30,Female,24,Basic,One-year,84.8,2035.2,1
2483,31,Male,71,Basic,Two-year,102.73,7293.83,1
2484,58,Female,72,Premium,One-year,62.88,4527.36,1
2485,53,Female,33,Premium,Two-year,39.24,1294.92,1
2486,45,Female,6,Basic,Month-to-month,45.98,275.88,0
2487,68,Male,62,Premium,Two-year,63.57,3941.34,0
2488,67,Female,10,Basic,Month-to-month,96.12,961.2,0
2489,28,Male,51,Premium,Month-to-month,37.74,1924.74,0
2490,46,Female,20,Basic,Month-to-month,59.75,1195.0,0
2491,58,Female,51,Premium,Month-to-month,101.4,5171.4,0
2492,64,Female,17,Basic,One-year,79.04,1343.68,0
2493,22,Female,8,Premium,One-year,52.4,419.2,0
2494,44,Female,54,Premium,Month-to-month,98.61,5324.94,1
2495,57,Female,56,Basic,One-year,69.84,3911.04,1
2496,60,Male,25,Basic,Two-year,73.19,1829.75,1
2497,26,Female,68,Premium,One-year,66.58,4527.44,0
2498,29,Female,46,Basic,One-year,105.24,4841.04,1
2499,24,Female,35,Premium,Two-year,55.0,1925.0,0
2500,53,Female,53,Basic,Month-to-month,68.94,3653.82,0
2501,52,Male,4,Premium,Month-to-month,79.07,316.28,0
2502,24,Female,13,Basic,One-year,45.58,592.54,0
